City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Viedma,-40.8135,-62.9967,87.71,18,6,18.63,AR,2021-03-23 19:17:24
295,Amarante Do Maranhao,-5.5667,-46.7422,81.7,76,100,4.43,BR,2021-03-23 19:17:24
296,Georgetown,5.4112,100.3354,78.8,94,20,2.3,MY,2021-03-23 19:15:11
297,Salalah,17.0151,54.0924,80.6,78,0,1.14,OM,2021-03-23 19:17:25
298,Ambilobe,-13.2,49.05,74.07,96,81,2.59,MG,2021-03-23 19:17:25
299,Namibe,-15.1961,12.1522,74.16,79,100,6.11,AO,2021-03-23 19:17:25
300,Alta Floresta,-9.8756,-56.0861,87.8,66,40,6.91,BR,2021-03-23 19:17:26
301,Kalabo,-14.97,22.6814,73.92,66,100,4.41,ZM,2021-03-23 19:17:26
302,Khyriv,49.5333,22.8524,37.99,100,99,11.01,UA,2021-03-23 19:17:26
303,Kincardine,56.0667,-3.7167,50.0,71,90,21.85,GB,2021-03-23 19:17:26
304,Mehran,33.1222,46.1646,60.8,55,75,9.22,IR,2021-03-23 19:17:27
305,Hambantota,6.1241,81.1185,79.92,78,100,14.74,LK,2021-03-23 19:17:27
306,Gizo,-8.103,156.8419,81.57,78,96,6.4,SB,2021-03-23 19:17:27
307,Mastic Beach,40.7668,-72.8521,64.4,39,1,8.05,US,2021-03-23 19:17:28
308,Aswan,24.0934,32.907,91.6,11,0,9.91,EG,2021-03-23 19:17:28
309,Haines Junction,60.7522,-137.5108,19.4,58,100,1.14,CA,2021-03-23 19:13:29
310,Vanderhoof,54.0166,-124.0198,37.92,66,100,6.17,CA,2021-03-23 19:15:05
311,Vaini,-21.2,-175.2,73.4,100,90,2.3,TO,2021-03-23 19:17:28
312,Tacoronte,28.4769,-16.4102,64.99,82,20,13.8,ES,2021-03-23 19:17:29
313,Bonavista,48.6499,-53.1147,55.4,28,6,12.66,CA,2021-03-23 19:17:29
314,Yelizovo,53.1873,158.3805,21.2,58,30,6.71,RU,2021-03-23 19:17:29
315,Pocatello,42.8713,-112.4455,41.0,48,75,21.85,US,2021-03-23 19:17:30
316,San Cristobal,7.7669,-72.225,87.8,55,40,4.61,VE,2021-03-23 19:17:30
317,Wonthaggi,-38.6044,145.5913,63.0,96,100,8.12,AU,2021-03-23 19:17:30
318,Champerico,14.3,-91.9167,86.0,70,40,13.8,GT,2021-03-23 19:17:30
319,Rovaniemi,66.5,25.7167,37.4,52,0,11.5,FI,2021-03-23 19:12:39
320,Abu Kamal,34.4506,40.9171,73.98,43,100,15.37,SY,2021-03-23 19:17:31
321,Vzmorye,54.6961,20.2361,39.2,87,90,8.95,RU,2021-03-23 19:17:31
322,Metro,-5.1131,105.3067,74.91,91,99,3.85,ID,2021-03-23 19:17:31
323,Cedar City,37.6775,-113.0619,36.0,80,90,4.61,US,2021-03-23 19:13:07
324,Atar,20.5169,-13.0499,87.28,10,0,9.48,MR,2021-03-23 19:12:33
325,Takoradi,4.8845,-1.7554,80.53,78,97,10.0,GH,2021-03-23 19:17:32
326,Lukovetskiy,64.2956,41.9211,32.0,64,75,17.9,RU,2021-03-23 19:17:32
327,Narasannapeta,18.4167,84.05,77.54,64,3,4.29,IN,2021-03-23 19:17:32
328,Lavrentiya,65.5833,-171.0,9.9,94,100,15.08,RU,2021-03-23 19:17:33
329,Powell River,49.8496,-124.5361,44.6,76,75,5.75,CA,2021-03-23 19:17:33
330,Quatre Cocos,-20.2078,57.7625,80.6,83,75,4.61,MU,2021-03-23 19:17:33
331,Vredefort,-27.0081,27.3646,66.09,62,100,7.47,ZA,2021-03-23 19:17:33
332,Ejido,8.5514,-71.2375,74.75,77,100,4.07,VE,2021-03-23 19:17:34
333,Tibiri,13.5627,7.0485,98.6,9,99,6.91,NE,2021-03-23 19:17:34
334,Lata,40.1629,-8.3327,55.0,85,0,3.91,PT,2021-03-23 19:17:35
335,Mingshui,36.7167,117.5,57.99,50,0,1.01,CN,2021-03-23 19:17:35
336,Port Blair,11.6667,92.75,81.79,74,100,2.86,IN,2021-03-23 19:17:35
337,Tashla,51.7716,52.7427,26.91,93,100,8.72,RU,2021-03-23 19:17:35
338,Okha,53.5739,142.9478,-5.49,78,0,14.92,RU,2021-03-23 19:17:36
339,Hofn,64.2539,-15.2082,38.35,46,100,9.98,IS,2021-03-23 19:17:36
340,Bagong Tanza,16.9844,121.6121,71.15,94,75,1.16,PH,2021-03-23 19:17:36
341,Saldanha,-33.0117,17.9442,86.0,26,3,4.61,ZA,2021-03-23 19:17:37
342,Prince Albert,53.2001,-105.7677,15.8,48,75,8.05,CA,2021-03-23 19:17:37
343,Ayagoz,47.9714,80.4392,33.84,97,98,21.34,KZ,2021-03-23 19:17:37
344,Chimbote,-9.0853,-78.5783,75.76,68,100,12.75,PE,2021-03-23 19:17:38
345,Naze,28.3667,129.4833,58.05,63,100,8.77,JP,2021-03-23 19:17:38
346,Viareggio,43.8735,10.2558,48.2,76,0,4.61,IT,2021-03-23 19:16:07
347,Mitu,1.1983,-70.1733,73.06,95,100,2.95,CO,2021-03-23 19:16:07
348,Clyde River,70.4692,-68.5914,-11.2,64,75,11.5,CA,2021-03-23 19:17:39
349,Porto Novo,6.4965,2.6036,78.8,78,20,9.22,BJ,2021-03-23 19:17:39
350,Kruisfontein,-34.0033,24.7314,68.0,78,0,5.99,ZA,2021-03-23 19:17:39
351,Road Town,18.4167,-64.6167,84.2,65,40,5.75,VG,2021-03-23 19:17:40
352,Kitimat,54.0524,-128.6534,39.0,92,100,4.0,CA,2021-03-23 19:15:04
353,Luderitz,-26.6481,15.1594,66.07,77,3,5.68,NA,2021-03-23 19:17:40
354,Fairbanks,64.8378,-147.7164,15.01,85,75,4.61,US,2021-03-23 19:17:40
355,Smithers,54.7804,-127.1743,39.2,65,90,14.97,CA,2021-03-23 19:15:04
356,Tulagi,-9.0996,160.1476,81.91,74,100,3.38,SB,2021-03-23 19:17:41
357,Umea,63.8284,20.2597,44.6,70,0,9.22,SE,2021-03-23 19:17:41
358,Gusau,12.1628,6.6614,92.21,23,100,7.11,NG,2021-03-23 19:17:41
359,Zhumadian,32.9794,114.0294,46.08,76,0,4.52,CN,2021-03-23 19:17:41
360,Luena,-11.7833,19.9167,66.85,85,68,3.91,AO,2021-03-23 19:13:39
361,Bex,46.2521,7.0114,50.0,46,0,10.36,CH,2021-03-23 19:17:42
362,Saint-Francois,46.4154,3.9054,46.4,66,0,4.61,FR,2021-03-23 19:13:19
363,Hashtrud,37.4779,47.0508,52.03,65,99,20.0,IR,2021-03-23 19:17:42
364,Emba,48.8264,58.1442,23.86,86,100,11.65,KZ,2021-03-23 19:17:43
365,Yumbe,3.4651,31.2469,78.84,41,100,2.55,UG,2021-03-23 19:17:43
366,Sao Filipe,14.8961,-24.4956,70.21,75,0,14.29,CV,2021-03-23 19:17:43
367,Ajdabiya,30.7554,20.2263,59.36,52,6,23.87,LY,2021-03-23 19:17:44
368,Wynyard,-41.0,145.7167,59.0,88,100,11.99,AU,2021-03-23 19:17:44
369,Corinto,37.9407,22.9573,46.99,65,100,3.0,GR,2021-03-23 19:17:44
370,Airai,-8.9266,125.4092,59.77,90,94,0.92,TL,2021-03-23 19:17:45
371,Ligayan,4.6533,119.4706,81.55,77,89,7.29,PH,2021-03-23 19:17:45
372,Erzin,36.9559,36.2,63.0,82,92,7.0,TR,2021-03-23 19:17:46
373,Leningradskiy,69.3833,178.4167,-3.69,96,100,4.65,RU,2021-03-23 19:17:46
374,Carballo,43.213,-8.691,53.6,76,75,5.75,ES,2021-03-23 19:17:47
375,Ostersund,63.1792,14.6357,41.0,70,90,4.61,SE,2021-03-23 19:17:47
376,Shingu,33.7333,135.9833,43.57,66,0,5.5,JP,2021-03-23 19:17:47
377,Omboue,-1.5746,9.2618,79.56,83,75,7.78,GA,2021-03-23 19:17:16
378,Baherden,38.4362,57.4316,62.74,47,5,7.16,TM,2021-03-23 19:17:48
379,Hilpoltstein,49.19,11.1886,41.0,75,75,2.3,DE,2021-03-23 19:17:48
380,Kumluca,36.3703,30.2869,56.03,75,5,14.16,TR,2021-03-23 19:17:49
381,Colomi,-17.35,-65.8667,75.2,35,40,5.75,BO,2021-03-23 19:17:49
382,Bengkulu,-3.8004,102.2655,75.15,89,98,5.17,ID,2021-03-23 19:17:49
383,Tela,15.7833,-87.45,86.0,89,40,9.22,HN,2021-03-23 19:17:49
384,Hamilton,39.1834,-84.5333,70.0,37,90,9.22,US,2021-03-23 19:15:00
385,Necochea,-38.5473,-58.7368,82.0,41,0,3.0,AR,2021-03-23 19:17:50
386,Baruun-Urt,46.6806,113.2792,31.37,69,2,6.49,MN,2021-03-23 19:17:50
387,Severo-Kurilsk,50.6789,156.125,24.06,79,3,9.42,RU,2021-03-23 19:17:51
388,Taksimo,56.3444,114.8794,14.0,88,100,2.93,RU,2021-03-23 19:17:51
389,Nongstoin,25.5167,91.2667,61.83,30,26,2.93,IN,2021-03-23 19:17:51
390,Srednekolymsk,67.45,153.6833,-1.86,97,100,9.17,RU,2021-03-23 19:17:51
391,Burnie,-41.0667,145.9167,59.0,88,100,11.99,AU,2021-03-23 19:17:52
392,Ocos,14.5094,-92.1933,91.4,49,40,11.5,GT,2021-03-23 19:17:52
393,Broome,42.2506,-75.833,66.0,20,1,11.5,US,2021-03-23 19:17:52
394,Umm Lajj,25.0213,37.2685,87.19,24,0,26.28,SA,2021-03-23 19:17:53
395,Alakurtti,66.9672,30.3491,31.5,74,100,10.92,RU,2021-03-23 19:17:53
396,Acapetahua,15.2833,-92.7,91.4,49,40,11.5,MX,2021-03-23 19:17:53
397,Otrado-Olginskoye,45.3104,40.9397,37.83,93,100,8.19,RU,2021-03-23 19:17:54
398,Sheksna,59.21,38.5107,24.8,68,0,6.71,RU,2021-03-23 19:17:54
399,Raton,36.9034,-104.4391,46.4,31,90,8.05,US,2021-03-23 19:17:54
400,Buraydah,26.326,43.975,84.2,24,0,9.22,SA,2021-03-23 19:14:03
401,Bonfim,3.0833,-59.95,82.4,74,75,13.8,BR,2021-03-23 19:17:55
402,San Rafael,-34.6177,-68.3301,82.4,26,0,17.05,AR,2021-03-23 19:17:55
403,Ayan,56.45,138.1667,3.29,61,100,19.55,RU,2021-03-23 19:17:55
404,Krasavino,60.9614,46.4814,17.02,95,53,5.46,RU,2021-03-23 19:17:56
405,Langsa,4.4683,97.9683,74.53,96,100,3.58,ID,2021-03-23 19:17:56
406,Petropavlivka,48.4564,36.4367,32.13,80,30,7.38,UA,2021-03-23 19:17:56
407,Bay Saint Louis,30.3088,-89.33,60.8,100,90,3.44,US,2021-03-23 19:17:57
408,Nesna,66.1967,13.0213,44.01,93,75,26.46,NO,2021-03-23 19:17:57
409,Monterey,36.2505,-121.2516,61.0,54,0,14.0,US,2021-03-23 19:17:57
410,Bayangol,50.6977,103.4656,19.47,94,100,3.44,RU,2021-03-23 19:17:58
411,Livingston,55.9029,-3.5226,50.0,71,90,21.85,GB,2021-03-23 19:17:58
412,La Ronge,55.1001,-105.2842,5.0,56,25,5.75,CA,2021-03-23 19:17:58
413,Krasnoarmeysk,51.0239,45.6969,32.0,95,100,4.0,RU,2021-03-23 19:17:59
414,Tarabha,20.7333,83.65,80.49,26,4,2.21,IN,2021-03-23 19:17:59
415,Zyryanka,65.75,150.85,-5.3,93,100,16.93,RU,2021-03-23 19:17:59
416,Urengoy,65.9667,78.3667,20.93,95,100,14.47,RU,2021-03-23 19:17:59
417,Passau,48.5712,13.449,41.0,71,90,3.11,DE,2021-03-23 19:18:00
418,Wenling,28.3669,121.36,53.01,91,100,6.6,CN,2021-03-23 19:18:00
419,Thompson,55.7435,-97.8558,3.2,51,1,11.5,CA,2021-03-23 19:14:30
420,Kismayo,-0.3582,42.5454,80.85,80,93,13.11,SO,2021-03-23 19:18:00
421,Iquique,-20.2208,-70.1431,73.4,53,0,18.41,CL,2021-03-23 19:13:07
422,Egvekinot,66.3167,-179.1667,7.61,95,100,9.53,RU,2021-03-23 19:18:01
423,Tevaitoa,-16.7833,-151.5,83.3,74,10,21.56,PF,2021-03-23 19:18:01
424,Monzon,41.9108,0.1941,50.0,76,0,3.44,ES,2021-03-23 19:18:01
425,Staunton,38.1496,-79.0717,57.0,82,90,7.36,US,2021-03-23 19:17:29
426,Saquarema,-22.92,-42.5103,84.2,78,0,9.22,BR,2021-03-23 19:18:02
427,Trairi,-3.2778,-39.2689,81.72,72,46,8.1,BR,2021-03-23 19:18:03
428,Toora-Khem,52.4675,96.11,20.01,96,99,1.5,RU,2021-03-23 19:18:03
429,Powell,40.1578,-83.0752,68.0,34,20,11.5,US,2021-03-23 19:18:03
430,Kunming,25.0389,102.7183,54.0,87,0,4.47,CN,2021-03-23 19:18:04
431,Conde,-7.2597,-34.9075,84.2,70,20,11.5,BR,2021-03-23 19:18:04
432,Colares,38.7992,-9.4469,55.99,76,20,16.11,PT,2021-03-23 19:18:04
433,Zhangjiakou,40.81,114.8794,41.74,40,5,6.8,CN,2021-03-23 19:18:05
434,Yamada,39.4667,141.95,38.62,72,47,7.81,JP,2021-03-23 19:18:05
435,Kyren,51.6828,102.1408,29.37,73,98,5.12,RU,2021-03-23 19:18:05
436,Hovd,48.0056,91.6419,35.67,24,100,5.46,MN,2021-03-23 19:13:37
437,Guaruja,-23.9931,-46.2564,87.01,74,75,5.75,BR,2021-03-23 19:18:06
438,Ahipara,-35.1667,173.1667,56.88,85,0,4.76,NZ,2021-03-23 19:18:06
439,Ilhabela,-23.7781,-45.3581,82.15,71,17,4.74,BR,2021-03-23 19:18:06
440,Touros,-5.1989,-35.4608,86.0,62,40,14.97,BR,2021-03-23 19:18:07
441,Chara,56.9064,118.2631,3.06,81,85,1.32,RU,2021-03-23 19:13:48
442,Kirakira,-10.4544,161.9205,79.34,84,9,4.18,SB,2021-03-23 19:18:07
443,Ostrovnoy,68.0531,39.5131,30.67,95,99,15.73,RU,2021-03-23 19:18:08
444,Qaanaaq,77.484,-69.3632,-14.84,70,98,4.18,GL,2021-03-23 19:18:08
445,Oranjemund,-28.55,16.4333,66.54,78,0,4.16,NA,2021-03-23 19:13:33
446,Tucuman,-26.8241,-65.2226,77.0,65,75,10.36,AR,2021-03-23 19:15:31
447,Ramanathapuram,9.3833,78.8333,82.18,70,7,14.29,IN,2021-03-23 19:18:08
448,Hailar,49.2,119.7,29.52,65,7,7.11,CN,2021-03-23 19:18:09
449,Abha,18.2164,42.5053,66.2,45,0,6.91,SA,2021-03-23 19:18:09
450,Vitim,59.4511,112.5578,11.1,97,100,2.08,RU,2021-03-23 19:18:09
451,Urumqi,43.801,87.6005,39.2,75,100,2.24,CN,2021-03-23 19:18:10
452,Madimba,-10.4,40.3333,78.58,85,83,3.42,TZ,2021-03-23 19:18:10
453,Beira,-19.8436,34.8389,82.4,69,75,11.5,MZ,2021-03-23 19:18:10
454,Nome,64.5011,-165.4064,1.4,78,90,17.27,US,2021-03-23 19:18:11
455,San Quintin,30.4833,-115.95,58.1,72,99,19.13,MX,2021-03-23 19:18:11
456,Marrakesh,31.6315,-8.0083,71.6,24,20,6.91,MA,2021-03-23 19:15:56
457,Ngunguru,-35.6167,174.5,55.0,95,24,1.99,NZ,2021-03-23 19:18:11
458,Nadym,65.5333,72.5167,16.3,95,29,11.9,RU,2021-03-23 19:18:12
459,Tolstoy-Yurt,43.4444,45.7722,44.6,93,75,4.47,RU,2021-03-23 19:18:12
460,Zaria,11.1113,7.7227,85.91,30,29,9.08,NG,2021-03-23 19:18:12
461,Rock Sound,24.9,-76.2,72.95,75,6,2.06,BS,2021-03-23 19:18:12
462,Johnson City,36.3134,-82.3535,66.99,48,75,8.05,US,2021-03-23 19:18:13
463,Robertsganj,24.7,83.0667,78.06,22,27,5.46,IN,2021-03-23 19:18:13
464,Beringovskiy,63.05,179.3167,29.25,89,100,17.72,RU,2021-03-23 19:13:22
465,Madang,-5.2246,145.7966,75.43,92,89,5.44,PG,2021-03-23 19:18:13
466,Cidreira,-30.1811,-50.2056,71.24,94,100,6.89,BR,2021-03-23 19:18:14
467,Metlaltoyuca,20.7333,-97.85,95.0,38,1,9.22,MX,2021-03-23 19:18:14
468,Nemuro,43.3236,145.575,37.29,71,100,28.19,JP,2021-03-23 19:18:14
469,Buenaventura,3.8801,-77.0312,85.03,64,76,5.95,CO,2021-03-23 19:18:15
470,Doha,25.2867,51.5333,82.4,21,0,3.44,QA,2021-03-23 19:18:15
471,Boa Vista,2.8197,-60.6733,78.8,83,90,11.5,BR,2021-03-23 19:13:20
472,Guadalupe,25.6833,-100.25,87.01,34,40,4.72,MX,2021-03-23 19:17:16
473,Derzhavinsk,51.1,66.3167,12.07,99,94,9.64,KZ,2021-03-23 19:18:15
474,Nanpara,27.8667,81.5,79.0,53,32,1.99,IN,2021-03-23 19:18:16
475,Meulaboh,4.1363,96.1285,76.93,87,99,3.74,ID,2021-03-23 19:18:16
476,Akdepe,42.0551,59.3788,46.4,66,0,18.41,TM,2021-03-23 19:18:16
477,Trincomalee,8.5711,81.2335,81.91,71,23,8.48,LK,2021-03-23 19:18:17
478,Brigantine,39.4101,-74.3646,62.6,59,1,14.97,US,2021-03-23 19:18:17
479,Canico,32.6333,-16.85,62.6,59,40,11.5,PT,2021-03-23 19:18:17
480,Lichinga,-13.3128,35.2406,68.0,88,75,8.05,MZ,2021-03-23 19:18:18
481,Tilichiki,60.4667,166.1,8.62,93,100,4.52,RU,2021-03-23 19:18:18
482,Sterling,39.0062,-77.4286,68.0,48,90,10.36,US,2021-03-23 19:18:18
483,Turayf,31.6725,38.6637,80.6,34,75,16.11,SA,2021-03-23 19:18:18
484,Cukai,4.25,103.4167,80.6,89,100,8.05,MY,2021-03-23 19:17:20
485,Maragheh,37.3917,46.2398,51.8,76,90,9.22,IR,2021-03-23 19:18:19
486,Tsiroanomandidy,-18.7667,46.0333,67.59,96,100,2.77,MG,2021-03-23 19:18:19
487,Helmbrechts,50.2356,11.7159,37.4,81,75,4.61,DE,2021-03-23 19:18:19
488,Itacoatiara,-3.1431,-58.4442,86.49,65,51,3.02,BR,2021-03-23 19:18:20
489,Conceicao Do Araguaia,-8.2578,-49.2647,83.5,73,100,4.68,BR,2021-03-23 19:18:20
490,Itoman,26.1247,127.6694,64.4,63,75,4.61,JP,2021-03-23 19:18:20
491,Murud,18.3258,72.965,83.59,50,96,6.78,IN,2021-03-23 19:18:21
492,Popondetta,-8.7537,148.2534,74.05,94,100,2.46,PG,2021-03-23 19:18:21
493,Aklavik,68.2191,-135.0107,-4.0,65,40,16.11,CA,2021-03-23 19:18:21
494,Woodstock,43.1334,-80.7497,64.0,27,100,6.91,CA,2021-03-23 19:18:21
495,Sao Jose Da Coroa Grande,-8.8978,-35.1478,82.76,66,29,10.11,BR,2021-03-23 19:18:22
496,Kununurra,-15.7667,128.7333,77.0,100,35,3.6,AU,2021-03-23 19:18:22
497,Mangawan,24.6833,81.55,82.08,21,100,6.8,IN,2021-03-23 19:18:23
498,Hirado,33.3597,129.5531,50.0,51,71,1.01,JP,2021-03-23 19:18:23
499,Kantunilkin,21.0917,-87.45,84.2,65,40,18.41,MX,2021-03-23 19:18:23
500,Takapau,-40.0333,176.35,42.01,94,0,1.88,NZ,2021-03-23 19:18:24
501,Katherine,-14.4667,132.2667,78.8,94,40,3.44,AU,2021-03-23 19:18:24
502,Grand Gaube,-20.0064,57.6608,79.0,86,0,3.0,MU,2021-03-23 19:18:24
503,Rocha,-34.4833,-54.3333,74.01,61,63,7.23,UY,2021-03-23 19:18:25
504,Isangel,-19.55,169.2667,73.4,94,75,9.42,VU,2021-03-23 19:18:25
505,Thohoyandou,-22.9456,30.485,66.43,77,53,1.23,ZA,2021-03-23 19:18:25
506,Smirnykh,49.75,142.8333,12.31,88,92,10.16,RU,2021-03-23 19:18:25
507,Esperance,-33.8667,121.9,55.4,82,90,9.55,AU,2021-03-23 19:18:26
508,Panama City,8.9936,-79.5197,90.0,55,40,5.75,PA,2021-03-23 19:15:57
509,Tiksi,71.6872,128.8694,-25.22,100,100,4.41,RU,2021-03-23 19:18:26
510,Kailua,21.4022,-157.7394,75.2,73,75,4.61,US,2021-03-23 19:18:26
511,Klyuchevskiy,53.5317,119.4519,11.14,96,100,3.11,RU,2021-03-23 19:18:27
512,Hami,42.8,93.45,47.28,30,43,1.54,CN,2021-03-23 19:18:27
513,Qasigiannguit,68.8193,-51.1922,-4.0,71,75,14.97,GL,2021-03-23 19:18:27
514,Namatanai,-3.6667,152.4333,78.62,83,100,6.11,PG,2021-03-23 19:18:28
515,Ugoofaaru,5.6667,73.0,81.61,75,84,7.16,MV,2021-03-23 19:18:28
516,Ola,59.5833,151.2833,0.25,97,100,7.11,RU,2021-03-23 19:18:28
517,Sidi Ali,36.0998,0.4206,52.52,54,5,2.48,DZ,2021-03-23 19:18:29
518,Souillac,-20.5167,57.5167,80.6,83,75,4.61,MU,2021-03-23 19:18:29
519,Dera Bugti,29.0307,69.151,70.41,31,0,0.16,PK,2021-03-23 19:18:29
520,Korla,41.7597,86.1469,50.61,36,100,3.2,CN,2021-03-23 19:18:30
521,Kidal,18.4411,1.4078,85.37,5,46,11.5,ML,2021-03-23 19:18:30
522,Nizhniy Mamon,50.1937,40.5083,32.76,95,100,11.83,RU,2021-03-23 19:18:30
523,Chardara,41.2547,67.9692,44.1,73,4,11.25,KZ,2021-03-23 19:18:31
524,Lasa,46.6166,10.7002,51.8,55,0,8.05,IT,2021-03-23 19:18:31
525,Adjumani,3.3779,31.7909,82.11,40,100,3.58,UG,2021-03-23 19:18:31
526,Korem,12.5058,39.5228,55.58,22,0,3.58,ET,2021-03-23 19:18:31
527,Molango,20.7833,-98.7167,85.24,9,0,4.52,MX,2021-03-23 19:18:32
528,Plouzane,48.3833,-4.6167,48.2,76,90,8.05,FR,2021-03-23 19:18:32
529,Oskemen,49.9565,82.6119,41.0,70,90,6.71,KZ,2021-03-23 19:18:32
530,Imeni Zhelyabova,58.9544,36.5956,19.99,93,21,5.08,RU,2021-03-23 19:18:33
531,Kargasok,59.0556,80.8572,7.39,98,89,4.59,RU,2021-03-23 19:18:33
532,Nova Olinda Do Norte,-3.8881,-59.0942,81.52,88,91,2.35,BR,2021-03-23 19:18:33
533,Krasnoselkup,65.7,82.4667,18.36,94,100,15.03,RU,2021-03-23 19:18:34
534,Sampit,-2.5333,112.95,73.26,99,100,3.06,ID,2021-03-23 19:13:49
535,Ilebo,-4.3167,20.5833,75.99,80,97,1.1,CD,2021-03-23 19:18:34
536,Tamiami,25.7587,-80.3984,81.0,47,20,10.36,US,2021-03-23 19:18:34
537,Quebrangulo,-9.3189,-36.4711,80.58,64,48,11.77,BR,2021-03-23 19:18:35
538,Mezen,65.8522,44.24,26.42,95,100,13.24,RU,2021-03-23 19:18:35
539,Vila Do Maio,15.1333,-23.2167,73.4,60,40,19.57,CV,2021-03-23 19:18:35
540,Bathsheba,13.2167,-59.5167,84.2,51,40,21.85,BB,2021-03-23 19:18:36
541,Svobodnyy,51.4,128.1333,16.27,68,97,4.38,RU,2021-03-23 19:18:36
542,Gushikawa,26.3544,127.8686,64.4,67,75,6.91,JP,2021-03-23 19:18:36
543,Kavaratti,10.5669,72.642,83.17,73,1,8.14,IN,2021-03-23 19:18:36
544,Ifo,6.8144,3.1958,80.82,75,100,6.96,NG,2021-03-23 19:18:37
545,Rawson,-43.3002,-65.1023,82.6,18,41,21.99,AR,2021-03-23 19:18:37
546,Binzhou,37.3667,118.0167,51.03,56,2,6.96,CN,2021-03-23 19:18:37
547,Paracuru,-3.41,-39.0306,82.0,71,46,13.0,BR,2021-03-23 19:18:38
548,Shumskiy,54.8318,99.1328,22.35,95,26,3.47,RU,2021-03-23 19:18:38
549,Lubao,14.9167,120.55,77.0,88,90,2.3,PH,2021-03-23 19:18:38
550,Clarence Town,-32.5833,151.7833,69.8,78,0,17.27,AU,2021-03-23 19:18:39
551,Vernon,50.2581,-119.2691,46.99,42,100,2.3,CA,2021-03-23 19:18:39
552,Sexsmith,55.35,-118.786,30.2,74,90,4.61,CA,2021-03-23 19:18:39
553,Grootfontein,-19.5667,18.1167,68.0,88,39,2.3,NA,2021-03-23 19:18:40
554,Harda,22.3333,77.1,81.45,33,100,10.69,IN,2021-03-23 19:18:40
555,Abu Dhabi,24.4667,54.3667,75.2,69,0,1.14,AE,2021-03-23 19:15:05
556,Severo-Yeniseyskiy,60.3725,93.0408,-0.71,99,99,3.29,RU,2021-03-23 19:18:40
557,Dickinson,29.4608,-95.0513,82.0,32,1,9.22,US,2021-03-23 19:15:25
558,Manokwari,-0.8667,134.0833,78.28,78,100,2.98,ID,2021-03-23 19:18:41
559,Framingham,42.2793,-71.4162,68.0,36,4,4.0,US,2021-03-23 19:18:41
560,Amga,60.8953,131.9608,-12.57,93,100,7.25,RU,2021-03-23 19:18:41
561,Half Moon Bay,37.4636,-122.4286,62.01,31,1,14.97,US,2021-03-23 19:17:46
562,Mabaruma,8.2,-59.7833,83.32,61,75,8.79,GY,2021-03-23 19:18:42
563,Baykit,61.67,96.37,-3.69,99,81,2.95,RU,2021-03-23 19:18:42
564,Jardim,-21.4803,-56.1381,92.44,35,96,6.89,BR,2021-03-23 19:18:42
565,George Town,5.4112,100.3354,81.0,89,40,2.3,MY,2021-03-23 19:18:35
566,Novaya Ladoga,60.1025,32.3019,35.01,16,100,13.02,RU,2021-03-23 19:18:43
567,Cap Malheureux,-19.9842,57.6142,79.0,86,0,3.0,MU,2021-03-23 19:18:43
568,Sobolevo,54.4299,31.8996,16.21,93,12,4.23,RU,2021-03-23 19:18:43
569,Longview,32.5007,-94.7405,73.99,40,1,11.5,US,2021-03-23 19:18:43
570,Maridi,4.9158,29.4742,71.51,81,100,3.89,SS,2021-03-23 19:18:44
571,Saint-Joseph,-21.3667,55.6167,78.8,89,20,3.44,RE,2021-03-23 19:18:44
572,Jinxiang,27.4327,120.6062,52.05,92,100,8.93,CN,2021-03-23 19:18:45
573,Robe,-37.1833,139.75,62.24,93,100,11.7,AU,2021-03-23 19:18:45
574,Lerwick,60.1545,-1.1494,46.4,81,93,25.32,GB,2021-03-23 19:18:45
575,Dillon,34.4166,-79.3712,69.8,68,90,9.22,US,2021-03-23 19:18:46
576,South Venice,27.0531,-82.4243,73.0,64,1,10.36,US,2021-03-23 19:18:46
577,Chorozinho,-4.3003,-38.4978,79.0,88,75,8.05,BR,2021-03-23 19:18:46
